Trajectory,Frame,x,y,m0,m1,m2,m3,m4
1,0.0,107.679916,77.250175,2.198604,1.616304,3.350604,7.96025,21.087379
1,2.0,96.082329,75.942429,4.783772,2.230121,5.97587,17.634495,55.499321
1,4.0,95.363968,79.139465,2.921831,2.136268,5.512934,15.680858,47.605732
1,5.0,97.1175,78.401688,3.171522,1.640732,3.368334,7.765221,19.558876
1,6.0,94.577042,78.650002,3.816741,1.778571,3.912614,9.647213,25.907284
1,7.0,94.07579,78.881927,3.037957,2.135193,5.585937,16.160442,49.868401
1,8.0,93.704842,83.037827,3.643255,1.741544,3.869888,9.750575,26.88125
1,9.0,93.440758,82.990173,2.668204,1.934258,4.623359,12.361467,35.74852
1,10.0,93.604019,83.372643,2.886005,1.756193,3.951111,10.148948,28.723572
1,11.0,97.378952,83.097672,3.409853,1.81039,4.120168,10.544136,29.324806
1,12.0,94.881767,83.26918,2.770642,1.978494,4.863386,13.3999,39.972359
1,13.0,93.344559,81.470139,2.364377,1.800568,3.998667,9.988983,27.273235
1,14.0,92.007614,79.731133,3.686351,1.814345,4.099598,10.401593,28.692419
1,15.0,91.646484,77.465248,3.15582,1.699768,3.693384,9.155836,25.043562
1,16.0,92.072693,77.324989,3.753884,1.935753,4.569996,12.009044,34.055916
1,17.0,91.274391,76.722885,2.906685,1.937443,4.710203,12.911662,38.515663
1,18.0,89.411835,75.661987,2.807317,2.070204,5.294071,15.091041,46.246975
1,20.0,81.171318,78.592216,3.739004,1.813465,4.112966,10.522729,29.419512
1,21.0,78.038422,80.019768,3.255267,2.182947,5.73537,16.561752,50.934765
1,23.0,88.636299,74.960648,3.101704,1.726659,3.849663,9.918061,28.511511
1,24.0,90.358658,78.031868,2.317899,1.876334,4.608757,13.002196,40.165588
1,25.0,87.585228,81.698959,3.254413,1.787981,4.096748,10.794089,31.539301
1,26.0,91.415573,81.225777,2.238435,2.068043,5.232593,14.760224,44.883583
1,28.0,92.833992,81.614143,1.740858,1.627993,3.254065,7.235437,17.499544
1,30.0,90.102005,86.864586,3.825188,1.728951,3.648414,8.544313,21.60577
1,31.0,93.119621,89.505203,3.239151,1.88932,4.466283,11.855075,34.142715
1,32.0,92.399719,89.452431,3.548669,1.738049,3.776491,9.289386,25.171352
1,33.0,90.338203,85.970268,2.657204,1.629724,3.343704,7.730215,19.578403
1,34.0,90.594116,85.611786,2.949015,1.668023,3.497331,8.271565,21.441402
1,35.0,90.539551,85.806633,2.349651,1.521184,2.865852,6.022294,13.87584
1,36.0,90.769768,88.897186,2.369381,1.594868,3.305977,7.897699,21.060558
1,39.0,96.595627,81.692482,3.169337,1.729299,3.703828,8.905413,23.372339
1,40.0,97.066528,82.099701,3.091327,2.120259,5.363158,14.928101,44.407558
2,0.0,51.395668,84.911018,1.778959,1.639978,3.533752,8.81507,24.470242
2,1.0,47.378006,84.579292,1.808854,1.775492,4.037616,10.528917,30.298164
2,4.0,62.829144,87.167328,1.265328,1.617038,3.589031,9.313085,26.937471
3,1.0,86.643333,7.680615,1.209983,1.290586,2.298685,5.030239,13.350913
3,4.0,101.129974,11.753943,1.170688,1.411057,2.748171,6.399278,17.144278
4,1.0,100.508659,91.947945,3.365384,1.922896,4.600514,12.354836,35.983551
4,2.0,100.7407,86.965675,3.386518,1.847287,4.318211,11.42976,33.014778
4,3.0,97.567833,85.204704,2.989175,1.727053,3.723603,9.062329,24.203928
5,3.0,108.102028,77.792908,1.846257,1.411066,2.432791,4.57249,9.174691
5,4.0,108.234634,77.396111,1.491462,1.391927,2.400594,4.548017,9.265632
5,7.0,108.113136,77.597916,2.36066,1.344788,2.379313,4.924739,11.717041
5,8.0,107.892998,77.712814,1.840504,1.340726,2.244513,4.107216,8.046569
5,12.0,108.615379,64.267838,1.018991,1.113933,1.538124,2.310033,3.779466
6,9.0,107.476715,112.473763,1.875956,1.715652,3.726279,9.281162,25.76223
6,10.0,107.27066,111.46257,1.613607,1.551306,3.180908,7.584295,20.358158
6,13.0,102.686691,113.23455,1.603506,1.536542,3.067225,7.087272,18.492151
7,9.0,108.249695,152.936493,0.450489,0.999023,2.197053,6.383426,21.273499
7,12.0,108.469398,136.802414,1.141932,1.201779,1.821009,3.081463,5.807705
8,14.0,80.014938,16.510172,1.945699,1.539141,3.101282,7.241472,18.959375
8,17.0,64.918442,22.543644,1.391825,1.594602,3.264669,7.722148,20.609718
9,17.0,108.673515,35.495056,0.63916,1.493427,3.246992,8.745256,27.058022
9,21.0,91.355721,33.195644,2.014147,1.768669,4.100725,11.059114,33.27132
10,17.0,16.615896,77.164757,1.67498,1.696183,3.821863,10.073969,29.771534
10,21.0,1.802471,76.753784,1.123565,1.759175,4.087564,10.967917,32.322811
11,18.0,28.378323,63.73185,1.520483,1.675843,3.783438,10.009114,29.541649
11,19.0,26.073032,67.746635,2.056125,1.756979,4.050623,10.833035,32.221527
12,18.0,74.769386,94.581497,2.323191,1.944332,4.733056,12.920687,38.065624
12,20.0,77.066452,94.788727,2.308249,1.692113,3.667564,9.104622,25.076157
13,19.0,109.023315,50.658886,0.543607,1.045018,2.164238,5.932278,18.927534
13,21.0,108.444923,56.039906,1.237434,1.363377,2.300578,4.330312,8.923698
14,19.0,109.103836,132.633453,0.480989,0.882409,1.564844,3.892534,12.097238
14,22.0,108.494637,122.129349,0.876525,1.349455,2.671883,6.723362,19.912617
15,22.0,54.565144,39.535427,1.188972,1.494444,3.036786,7.304632,19.946896
15,24.0,56.750549,30.448584,1.418853,1.411054,2.540505,5.210809,11.97179
15,28.0,34.748676,32.40921,1.44043,1.541369,3.07686,7.136058,18.834936
16,22.0,94.401733,103.654388,1.374561,1.411425,2.701968,6.192188,16.538021
16,24.0,100.633842,105.195351,1.972203,1.747223,3.940777,10.164688,28.916519
17,28.0,8.826478,3.370752,1.373402,1.532445,3.106302,7.363159,19.716562
17,29.0,6.564511,8.441181,1.894788,1.471932,2.713776,5.575594,12.492601
18,28.0,92.107513,5.211986,2.211946,1.973106,4.674494,12.151802,33.67564
18,31.0,108.088417,12.474315,1.723726,1.626964,3.591445,9.318955,26.944242
19,29.0,107.264557,77.697998,1.686518,1.387104,2.499979,5.196627,12.282666
19,33.0,106.066597,77.282761,1.841437,1.710608,4.079824,11.492676,35.905224
19,35.0,107.573906,78.16288,2.597306,1.527769,3.007248,6.794925,17.220613
19,38.0,107.620529,76.640373,1.989335,1.447367,2.771684,6.151689,15.391177
19,40.0,107.601852,77.119881,1.556416,1.568992,3.17818,7.421947,19.411026
19,42.0,103.444984,73.729446,1.560625,1.587354,3.343422,8.234673,22.770927
19,45.0,107.654846,77.342796,2.07733,1.599823,3.33852,8.053013,21.724848
20,36.0,93.638779,72.594139,1.365671,1.434182,2.993036,7.769532,23.659576
20,38.0,98.427536,81.505386,3.991205,1.844255,4.141913,10.34869,27.98035
21,40.0,100.589859,11.688677,2.303973,2.002895,4.902594,13.31761,38.924294
21,42.0,94.097061,21.319878,1.391258,1.581842,3.435286,8.928402,26.498705
21,45.0,88.79747,19.556057,1.698747,1.419999,2.627956,5.650993,13.948316
22,40.0,84.505356,78.628365,2.028278,1.968968,4.740542,12.767969,37.299809
22,42.0,81.935791,73.886154,2.347529,1.900713,4.594567,12.640212,38.067123
22,43.0,80.282585,74.706131,2.24894,1.910125,4.639663,12.775178,38.368645
22,44.0,79.666344,75.086601,3.024068,1.907261,4.528342,12.084428,35.011055
22,45.0,83.781822,74.471268,2.450115,1.72377,3.75072,9.306227,25.533194
22,47.0,84.623169,73.543961,2.656141,1.616423,3.394892,8.316795,23.069578
22,49.0,80.472107,78.409813,3.010309,2.027594,5.123747,14.542792,44.677708
22,53.0,70.019424,62.528461,3.491681,1.655704,3.450944,8.154437,21.277281
22,55.0,69.188866,56.597462,3.041541,2.032011,5.084263,14.164854,42.446152
22,56.0,66.485168,54.337772,2.836501,1.625651,3.309445,7.641012,19.580555
22,57.0,70.248619,53.017651,3.205363,1.798152,3.930007,9.514679,24.838135
22,58.0,72.853386,55.383522,4.120304,1.745504,3.785555,9.227997,24.550278
22,59.0,77.006767,52.929276,3.393231,1.696652,3.648256,8.872188,23.608057
22,61.0,74.207909,53.083679,3.236673,1.74493,3.919586,10.028476,28.137913
22,62.0,77.131462,55.649239,3.231329,1.882715,4.447897,11.866169,34.564571
22,63.0,74.930046,58.54549,2.368217,1.89749,4.532545,12.214699,35.837231
22,65.0,68.511703,60.630753,3.447149,1.801887,4.033769,10.146599,27.834785
22,66.0,68.365746,57.51506,2.684702,1.947046,4.750082,13.009557,38.544468
22,68.0,67.74884,61.692066,1.98922,1.686409,3.827841,10.137996,29.808783
22,72.0,78.677147,67.559357,3.668298,1.728873,3.678034,8.726214,22.479618
22,73.0,79.44236,68.401871,4.388068,1.867736,4.244061,10.78168,29.811987
22,75.0,70.162125,72.15506,2.75847,1.787549,3.949441,9.784894,26.403996
22,76.0,71.407364,70.026123,2.444331,1.595856,3.354524,8.217857,22.671848
22,77.0,73.652916,67.472679,3.160983,1.927919,4.549246,12.028215,34.551022
22,78.0,70.627747,67.149132,2.84462,1.922704,4.609366,12.347136,35.68713
